artifact_id,size_bytes,sha256,filesystem,volume_identifier_sha256,provenance_status
nav-dvd-ee-2018-2019-001,2571048960,d11a56b2ee46de0d05548b2d6e8bf3b3b10f8d89e15e117b2ab1bcb4569cb0e3,ISO9660_JOLIET,33857f4572dce0f1b0d47818efeae5f20de33ec7164202f5b8b3696c528634fb,UNVERIFIED_LOCAL_RESEARCH_ARTIFACT
